-77.942,-45
-66.715,-44.078
-57.597,-43.418
-49.978,-42.928
-43.456,-42.552
-37.759,-42.257
-32.694,-42.021
-28.119,-41.829
-23.927,-41.67
-20.035,-41.538
-16.379,-41.427
-12.904,-41.333
-9.565,-41.254
-6.3243,-41.188
-3.1467,-41.133
-0,-41.087
0,-41.087
3.1467,-41.133
6.3243,-41.188
9.565,-41.254
12.904,-41.333
16.379,-41.427
20.035,-41.538
23.927,-41.67
28.119,-41.829
32.694,-42.021
37.759,-42.257
43.456,-42.552
49.978,-42.928
57.597,-43.418
66.715,-44.078
77.942,-45
